business_capital,business_location,business_sector,entity_type,business_registration_year,owner_age,owner_gender,owner_education_level,owner_business_experience,capital_source,turnover_2021,turnover_2022,turnover_2023,turnover_2024,business_status,turnover_growth,number_of_employees,education_level_numeric,business_age,avg_turnover,turnover_trend,capital_efficiency,employee_productivity,business_size_category
1300909.0,NYANZA,Construction,INDIVIDUAL,2022,26,Male,Master's Degree,4,Family/Friends,0.0,1145000.0,2000000.0,2000000.0,Success,Increased,2.0,7,2,1286250.0,685500.0,0.9887309652474038,428750.0,Micro
28859839.0,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,26,Female,Secondary,0,Family/Friends,0.0,78745548.0,3456475.0,3162100.0,Success,Decreased,9.0,3,2,21341030.75,-6580277.3,0.7394715545893532,2134103.075,Small
12045319.0,NGOMA,Transportation And Storage,INDIVIDUAL,2022,46,Male,Bachelor's Degree,4,Business Partner,0.0,20539935.0,11118454.0,9228633.0,Fail,Decreased,2.0,6,2,10221755.5,1826441.8,0.8486080486031089,3407251.8333333335,Micro
1216334.0,KICUKIRO,Other Service Activities,INDIVIDUAL,2022,21,Female,No Formal Education,0,Crowdfunding,0.0,2120179.0,2703890.0,2190222.0,Success,Increased,1.0,1,2,1753572.75,715437.7,1.4416856786987138,876786.375,Micro
4085734.0,KICUKIRO,Transportation And Storage,INDIVIDUAL,2022,29,Male,Primary,1,Personal Savings,0.0,5139357.0,7107895.0,4004323.0,Fail,Decreased,1.0,2,2,4062893.75,1398150.7,0.9944095126091144,2031446.875,Micro
10985972.0,GASABO,Manufacturing,INDIVIDUAL,2022,43,Female,Bachelor's Degree,3,Bank Loan,0.0,11153015.0,21434597.0,13617535.0,Success,Increased,4.0,6,2,11551286.75,5113418.7,1.0514577771126872,2310257.35,Micro
900115.0,NYAGATARE,Accommodation And Food Service Activities,INDIVIDUAL,2021,22,Male,Certificate/Diploma,0,Business Partner,551096.0,1268133.0,781883.0,603254.0,Fail,Increased,1.0,5,3,801091.5,-32977.6,0.8899869572366228,400545.75,Micro
78791344.875,GASABO,Transportation And Storage,INDIVIDUAL,2021,61,Male,Bachelor's Degree,7,Business Partner,49108839.375,128101610.0,58488185.0,56197441.0,Fail,Decreased,4.0,6,3,72974018.84375,-4834762.0125,0.9261679443770512,14594803.76875,Micro
413890.0,KAMONYI,Unclassified,INDIVIDUAL,2021,34,Female,PhD,4,Bank Loan,567839.0,742811.0,753503.0,353887.0,Fail,Decreased,1.0,8,3,604510.0,-63116.4,1.4605536240217836,302255.0,Micro
18015333.0,NYANZA,Transportation And Storage,INDIVIDUAL,2021,38,Male,PhD,7,Venture Capital,20471417.0,33500080.0,12012556.0,22319874.0,Success,Increased,6.0,8,3,22075981.75,-1594215.3,1.2253995263146384,3153711.6785714286,Small
281749.0,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,55,Female,Bachelor's Degree,6,Business Partner,0.0,642254.0,9657097.0,19929445.0,Success,Increased,1.0,6,2,7557199.0,6880317.8,26.82235669920142,3778599.5,Micro
174158.0,NYAGATARE,Other Service Activities,INDIVIDUAL,2022,42,Female,Bachelor's Degree,3,Bank Loan,0.0,132941.0,207709.0,10000.0,Fail,Decreased,1.0,6,2,87662.5,10476.8,0.503347515775814,43831.25,Micro
418810.0,NGOMA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,31,Female,Master's Degree,5,Foreign Investment,741495.0,809605.0,637749.0,576480.0,Fail,Decreased,1.0,7,3,691332.25,-66690.1,1.6507022260637854,345666.125,Micro
2223826.0,NYARUGENGE,Information And Communication,PRIVATE CORPORATION,2021,66,Male,Secondary,0,Microfinance,1034746.0,5227088.0,17474992.0,18882095.0,Success,Increased,3.0,3,3,10654730.25,6578995.1,4.791168670044927,2663682.5625,Micro
224133.0,KICUKIRO,Other Service Activities,INDIVIDUAL,2022,21,Male,Master's Degree,0,Bank Loan,0.0,388603.0,431388.0,356053.0,Fail,Decreased,1.0,7,2,294011.0,111094.4,1.3117643909447028,147005.5,Micro
1907613.0,RUBAVU,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,39,Female,Secondary,0,Personal Savings,2896484.0,2407092.0,4221790.0,2031814.0,Fail,Decreased,1.0,3,3,2889295.0,-77931.2,1.514611970765574,1444647.5,Micro
21824247.0,MUSANZE,Accommodation And Food Service Activities,PRIVATE CORPORATION,2021,31,Female,Vocational/Technical,1,Personal Savings,49108839.375,11359694.0,21080440.0,600.0,Success,Decreased,5.0,4,3,20387393.34375,-13760397.2125,0.9341624666174064,3397898.890625,Micro
791739.0,KARONGI,Other Service Activities,INDIVIDUAL,2022,43,Male,Master's Degree,2,Government Grant,0.0,1517881.0,1404917.0,689622.0,Fail,Decreased,1.0,7,2,903105.0,195590.2,1.1406585495238335,451552.5,Micro
3352587.0,GASABO,Activities Of Extraterritorial Organizations And Bodies,PRIVATE CORPORATION,2022,23,Male,No Formal Education,0,Family/Friends,0.0,3684233.0,17646400.0,18355125.0,Success,Increased,2.0,1,2,9921439.5,6902754.2,2.959337532676249,3307146.5,Micro
91641.0,RUSIZI,Other Service Activities,INDIVIDUAL,2022,58,Male,Secondary,5,Personal Savings,0.0,79982.0,72845.0,121686.0,Fail,Increased,1.0,3,2,68628.25,35792.1,0.7488733331878397,34314.125,Micro
28976366.0,RUTSIRO,Accommodation And Food Service Activities,INDIVIDUAL,2022,47,Female,Vocational/Technical,2,Bank Loan,0.0,36943434.0,25643379.0,53743236.0,Fail,Increased,1.0,4,2,29082512.25,14992965.3,1.0036631662623545,14541256.125,Micro
78791344.875,BUGESERA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,49,Male,Certificate/Diploma,1,Family/Friends,0.0,166698618.875,185566199.75,140952042.0,Success,Decreased,6.0,5,2,123304215.15625,44172370.6875,1.5649461725386475,17614887.879464287,Small
17100989.0,KICUKIRO,Construction,PRIVATE CORPORATION,2022,51,Female,Master's Degree,3,Microfinance,0.0,6822034.0,185566199.75,196044153.75,Fail,Increased,4.0,7,2,97108096.875,76687662.7,5.678507318874521,19421619.375,Micro
75858279.0,KAMONYI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,21,Female,Vocational/Technical,0,Bank Loan,0.0,126962158.0,61284756.0,11722099.0,Fail,Decreased,6.0,4,2,49992253.25,-3051110.5,0.6590217079796694,7141750.464285715,Small
18148883.0,RULINDO,Construction,INDIVIDUAL,2022,59,Male,No Formal Education,5,Microfinance,0.0,36134159.0,535039.0,16023616.0,Success,Decreased,4.0,1,2,13173203.5,1247172.8,0.7258409663095537,2634640.7,Micro
64826336.0,GASABO,Transportation And Storage,INDIVIDUAL,2021,28,Male,Vocational/Technical,0,Bank Loan,49108839.375,65968831.0,66215487.0,35505839.0,Fail,Decreased,3.0,4,3,54199749.09375,-4056234.5125,0.8360760703439097,13549937.2734375,Micro
14152428.0,RUBAVU,Transportation And Storage,INDIVIDUAL,2021,25,Male,Primary,3,Business Partner,21676949.0,17937997.0,10408637.0,15085482.0,Success,Decreased,5.0,2,3,16277266.25,-2730376.1,1.1501394036317016,2712877.7083333335,Micro
1529732.0,NYABIHU,Other Service Activities,INDIVIDUAL,2022,42,Male,Certificate/Diploma,5,Crowdfunding,0.0,1236309.0,1323548.0,1876651.0,Fail,Increased,2.0,5,2,1109127.0,571719.2,0.7250461355020779,369709.0,Micro
9834803.0,KICUKIRO,Education,PRIVATE CORPORATION,2022,50,Female,Certificate/Diploma,1,Family/Friends,0.0,23898873.0,18193487.0,11517720.0,Success,Decreased,6.0,5,2,13402520.0,2884777.4,1.362764321485207,1914645.7142857143,Small
148218.0,GASABO,Other Service Activities,INDIVIDUAL,2021,37,Male,Primary,0,Venture Capital,93941.0,193128.0,125959.0,150350.0,Fail,Increased,1.0,2,3,140844.5,10205.8,0.9502459198888131,70422.25,Micro
9265573.0,KICUKIRO,Administrative And Support Service Activities,PRIVATE CORPORATION,2022,70,Female,Secondary,5,Crowdfunding,0.0,14751001.0,19733750.0,12784666.0,Success,Decreased,3.0,3,2,11817354.25,4333674.7,1.2754044433728553,2954338.5625,Micro
358626.0,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,42,Female,No Formal Education,4,Foreign Investment,1393099.0,500000.0,2000000.0,8394000.0,Success,Increased,5.0,1,3,3071774.75,2250270.3,8.565375027535573,511962.4583333333,Micro
145347.0,NYAMASHEKE,Other Service Activities,INDIVIDUAL,2021,34,Male,PhD,3,Crowdfunding,91440.0,160763.0,1325879.0,166700.0,Fail,Increased,1.0,8,3,436195.5,139089.6,3.0010423260037977,218097.75,Micro
80930.0,NYARUGURU,Other Service Activities,INDIVIDUAL,2021,43,Female,PhD,5,Family/Friends,49489.0,123669.0,146698.0,110388.0,Fail,Increased,1.0,8,3,107561.0,20572.6,1.3290457303134768,53780.5,Micro
4908281.0,KIREHE,Other Service Activities,INDIVIDUAL,2021,61,Male,Primary,0,Family/Friends,3029737.0,15993617.0,14103250.0,6553263.0,Success,Increased,2.0,2,3,9919966.75,868021.1,2.0210669945206896,3306655.5833333335,Micro
669391.0,KICUKIRO,Construction,PRIVATE CORPORATION,2021,33,Female,Bachelor's Degree,1,Personal Savings,461000.0,492797.0,16072000.0,10045183.0,Success,Increased,1.0,6,3,6767745.0,4433175.2,10.110286648182232,3383872.5,Micro
7227573.0,RUBAVU,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,37,Male,Vocational/Technical,0,Microfinance,2000000.0,15048314.0,18722800.0,17800000.0,Success,Increased,4.0,4,3,13392778.5,5107448.6,1.853011605277234,2678555.7,Micro
4148232.0,NYABIHU,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,64,Male,Bachelor's Degree,6,Family/Friends,4079913.0,7113436.0,3658578.0,6314663.0,Success,Increased,2.0,6,3,5291647.5,324939.2,1.2756389286715573,1763882.5,Micro
553299.0,NGORORERO,Other Service Activities,INDIVIDUAL,2021,21,Male,Master's Degree,1,Family/Friends,416859.0,653539.0,674834.0,379809.0,Fail,Decreased,1.0,7,3,531260.25,-8985.5,0.9601667269112597,265630.125,Micro
78791344.875,KIREHE,Education,PRIVATE CORPORATION,2021,41,Female,Bachelor's Degree,2,Crowdfunding,49108839.375,166698618.875,185566199.75,196044153.75,Success,Increased,11.0,6,3,149354452.9375,45967352.4,1.8955692567359639,12446204.411458334,Small
51081904.0,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,34,Female,Vocational/Technical,0,Inheritance,0.0,166698618.875,149225267.0,95104247.0,Success,Decreased,10.0,4,2,102757033.21875,26783938.9125,2.0116131772836194,9341548.474431818,Small
30424238.0,NGORORERO,Manufacturing,INDIVIDUAL,2022,61,Female,Vocational/Technical,2,Foreign Investment,0.0,34040904.0,39845760.0,35234827.0,Success,Increased,2.0,4,2,27280372.75,11150933.7,0.8966657391167615,9093457.583333334,Micro
1444468.0,GISAGARA,Unclassified,INDIVIDUAL,2022,31,Male,Vocational/Technical,1,Venture Capital,0.0,975517.0,2758570.0,2082290.0,Fail,Increased,1.0,4,2,1454094.25,802992.3,1.006663521335522,727047.125,Micro
78791344.875,GASABO,Transportation And Storage,PRIVATE CORPORATION,2021,47,Male,Vocational/Technical,4,Microfinance,3525424.0,166698618.875,185566199.75,174770000.0,Fail,Increased,7.0,4,3,132640060.65625,53260130.8875,1.683434382078957,16580007.58203125,Small
992853.0,NGOMA,Other Service Activities,INDIVIDUAL,2022,34,Female,PhD,3,Family/Friends,0.0,895239.0,456087.0,2685010.0,Fail,Increased,1.0,8,2,1009084.0,761587.8,1.0163468143352397,504542.0,Micro
1578797.0,RULINDO,Other Service Activities,INDIVIDUAL,2022,55,Male,Master's Degree,6,Microfinance,0.0,595324.0,1458638.0,2499833.0,Fail,Increased,1.0,7,2,1138448.75,836281.3,0.7210857563792201,569224.375,Micro
63716378.0,GASABO,Accommodation And Food Service Activities,PRIVATE CORPORATION,2022,21,Female,Bachelor's Degree,0,Inheritance,0.0,92281813.0,56356.0,5588042.0,Success,Decreased,7.0,6,2,24481552.75,-7546133.1,0.38422699365888324,3060194.09375,Small
140091.0,NYARUGENGE,Other Service Activities,INDIVIDUAL,2022,49,Male,Master's Degree,0,Crowdfunding,0.0,176351.0,198534.0,73851.0,Fail,Decreased,1.0,7,2,112184.0,24373.6,0.8007880535648003,56092.0,Micro
78791344.875,GAKENKE,Financial And Insurance Activities,INDIVIDUAL,2021,45,Male,Certificate/Diploma,4,Inheritance,49108839.375,166698618.875,185566199.75,196044153.75,Success,Decreased,4.0,5,3,149354452.9375,45967352.4,1.8955692567359639,29870890.5875,Micro
12343930.0,GISAGARA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,36,Female,PhD,5,Microfinance,0.0,13390798.0,9762674.0,8480206.0,Fail,Decreased,1.0,8,2,7908419.5,2181249.4,0.6406726917057459,3954209.75,Micro
28123184.0,GICUMBI,Accommodation And Food Service Activities,INDIVIDUAL,2022,21,Male,Master's Degree,1,Business Partner,0.0,22733930.0,47294331.0,39529449.0,Success,Increased,5.0,7,2,27389427.5,14314874.8,0.973909160715616,4564904.583333333,Micro
228682.0,RUBAVU,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,39,Female,Secondary,5,Personal Savings,839064.0,300000.0,1970000.0,2000000.0,Success,Increased,3.0,3,3,1277266.0,515280.8,5.585312419375293,319316.5,Micro
67819.0,NYABIHU,Other Service Activities,INDIVIDUAL,2021,45,Male,PhD,3,Government Grant,56689.0,42875.0,500000.0,126975.0,Fail,Increased,1.0,8,3,181634.75,66798.3,2.678188587437334,90817.375,Micro
3911346.0,RUSIZI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,36,Male,Certificate/Diploma,3,Crowdfunding,11424048.0,15180306.0,10235809.0,4902060.0,Success,Decreased,2.0,5,3,10435555.75,-2451046.1,2.6680209528840066,3478518.5833333335,Micro
78791344.875,KICUKIRO,Mining And Quarrying,PRIVATE CORPORATION,2022,42,Male,PhD,2,Personal Savings,0.0,166698618.875,21573906.0,20923114.0,Success,Decreased,13.0,8,2,52298909.71875,-8235537.0875,0.6637646449360134,3735636.4084821427,Small
11800514.0,NYARUGENGE,Other Service Activities,PRIVATE CORPORATION,2021,56,Male,Primary,0,Family/Friends,3382498.0,6809453.0,4660816.0,2791894.0,Success,Decreased,5.0,2,3,4411165.25,-392044.9,0.37381124891583123,735194.2083333334,Micro
1041997.0,GASABO,Other Service Activities,INDIVIDUAL,2021,33,Male,No Formal Education,0,Inheritance,1261925.0,1894324.0,14118760.0,13218100.0,Success,Increased,1.0,1,3,7623277.25,4809296.1,7.316019080650826,3811638.625,Micro
1115839.0,NYANZA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,51,Male,Primary,0,Venture Capital,2096613.0,2000000.0,982867.0,1404183.0,Success,Decreased,4.0,2,3,1620915.75,-309442.3,1.452641731789504,324183.15,Micro
2806146.0,RWAMAGANA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,49,Female,Primary,4,Crowdfunding,0.0,8990448.0,42165511.0,108202563.0,Success,Increased,2.0,2,2,39839630.5,35778275.2,14.197271383145644,13279876.833333334,Micro
879449.0,GICUMBI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,42,Male,Bachelor's Degree,2,Government Grant,625835.0,975826.0,867123.0,554393.0,Fail,Decreased,1.0,6,3,755794.25,-32302.9,0.8593942236625164,377897.125,Micro
